"id","name","updated_at","created_at","lookup_name","aliases","logo_url","ticker_symbol","website_url","pixel_placed_at","series_id"
"61088720-27a5-11ee-8c81-130449c77df1"," Blue Seal","2023-07-21 09:02:54.614152+00","2023-07-21 09:02:54.614152+00","blueseal",NULL,NULL,NULL,NULL,NULL,NULL
"f3018e30-4201-11ee-afd7-a5013319086f","Clear the Shelters ","2023-08-23 22:11:03.451807+00","2023-08-23 22:11:03.451807+00","cleartheshelters",NULL,NULL,NULL,NULL,NULL,NULL
"4f1189a0-3596-11ee-aa40-c9e80cd2fb75","Restic","2023-08-08 02:50:18.304812+00","2023-08-08 02:50:18.304812+00","restic",NULL,NULL,NULL,NULL,NULL,NULL
"635d9b20-4206-11ee-bf19-cfdd340abc9c","INFINITY WHOLE HEALTH","2023-08-23 22:42:49.946191+00","2023-08-23 22:42:49.946191+00","infinitywholehealth",NULL,NULL,NULL,NULL,NULL,NULL
"368abb90-4207-11ee-bfd1-bf35dd1d057a","House of Franchise Inc","2023-08-23 22:48:44.240393+00","2023-08-23 22:48:44.240393+00","houseoffranchiseinc",NULL,NULL,NULL,NULL,NULL,NULL
"13ec9b00-420f-11ee-87b0-1d838c1f445c","Motor Sportsland","2023-08-23 23:45:02.129971+00","2023-08-23 23:45:02.129971+00","motorsportsland",NULL,NULL,NULL,NULL,NULL,NULL
"7a3db3d0-4f0c-11ee-99e3-679d689e19f1","Three Business","2023-09-09 12:29:10.417441+00","2023-09-09 12:29:10.417441+00","threebusiness",NULL,NULL,NULL,NULL,NULL,NULL
"bc6e8bf0-4212-11ee-ac1a-59467d980202","Jeremiah Watkins","2023-08-24 00:11:13.335373+00","2023-08-24 00:11:13.335373+00","jeremiahwatkins",NULL,NULL,NULL,NULL,NULL,NULL
"73173680-4f16-11ee-84f3-67899bd24973","addy","2023-09-09 13:40:33.38964+00","2023-09-09 13:40:33.38964+00","addy",NULL,NULL,NULL,NULL,NULL,NULL
"d6b61a50-4f5f-11ee-9b1e-f5dca4988f40","Oddsr","2023-09-09 22:25:53.790487+00","2023-09-09 22:25:53.790487+00","oddsr",NULL,NULL,NULL,NULL,NULL,NULL
"593cb8a0-4207-11ee-adc6-b7579d9d5743","Real Estate Investment Opportunities & Business Franchises","2023-08-23 22:49:42.449104+00","2023-08-23 22:49:42.449104+00","realestateinvestmentopportunitiesbusinessfranchises",NULL,NULL,NULL,NULL,NULL,NULL
"7a34d0b0-4207-11ee-bfd1-bf35dd1d057a","Minor Issues ","2023-08-23 22:50:37.762301+00","2023-08-23 22:50:37.762301+00","minorissues",NULL,NULL,NULL,NULL,NULL,NULL
"48554130-4214-11ee-92bb-15a0b2c27881","Fantasy Sports Knockout","2023-08-24 00:22:17.545109+00","2023-08-24 00:22:17.545109+00","fantasysportsknockout",NULL,NULL,NULL,NULL,NULL,NULL
"9e3443f0-4adc-11ee-af6c-134fd858a34b"," Southern Barbecue","2023-09-04 04:36:30.260845+00","2023-09-04 04:36:30.260845+00","southernbarbecue",NULL,NULL,NULL,NULL,NULL,NULL
"a69d1450-4216-11ee-b3f3-35741ec3f206","Keeper's Heart Whiskey","2023-08-24 00:39:14.720172+00","2023-08-24 00:39:14.720172+00","keepersheartwhiskey",NULL,NULL,NULL,NULL,NULL,NULL
"f0c1c370-4219-11ee-a5b3-e9db758476c3","CDJR","2023-08-24 01:02:47.611768+00","2023-08-24 01:02:47.611768+00","cdjr",NULL,NULL,NULL,NULL,NULL,NULL
"31b35f90-422b-11ee-bc1b-974a6fe554f3","Ray Chevy","2023-08-24 03:06:18.004165+00","2023-08-24 03:06:18.004165+00","raychevy",NULL,NULL,NULL,NULL,NULL,NULL
"b5fecc80-2f39-11ee-9984-11473edc1d88","Almost There Emerson Collective","2023-07-31 00:32:20.812601+00","2023-07-31 00:32:20.812601+00","almostthereemersoncollective",NULL,NULL,NULL,NULL,NULL,NULL
"07151f70-3598-11ee-aa40-c9e80cd2fb75","Bronco ATV","2023-08-08 03:02:36.519535+00","2023-08-08 03:02:36.519535+00","broncoatv",NULL,NULL,NULL,NULL,NULL,NULL
"6673c7e0-421e-11ee-8aaa-3535f95556cc","The Battle’s End","2023-08-24 01:34:43.046027+00","2023-08-24 01:34:43.046027+00","thebattle’send",NULL,NULL,NULL,NULL,NULL,NULL
"eee03ac0-4230-11ee-9bc7-b5ed78cd77a6","DCF","2023-08-24 03:47:22.872018+00","2023-08-24 03:47:22.872018+00","dcf",NULL,NULL,NULL,NULL,NULL,NULL
"aec2d400-421e-11ee-8709-fbb4786e9863","Newsmax Daily Podcast","2023-08-24 01:36:44.358813+00","2023-08-24 01:36:44.358813+00","newsmaxdailypodcast",NULL,NULL,NULL,NULL,NULL,NULL
"d93b0540-421e-11ee-8df9-cf0519f29ba4","Crook Manifesto","2023-08-24 01:37:55.609753+00","2023-08-24 01:37:55.609753+00","crookmanifesto",NULL,NULL,NULL,NULL,NULL,NULL
"a6ace8e0-3a6d-11ee-82ff-ff8674e24df1","TFL","2023-08-14 06:41:51.733602+00","2023-08-14 06:41:51.733602+00","tfl",NULL,NULL,NULL,NULL,NULL,NULL
"b22bac10-421f-11ee-91b9-e1958ef39842","Ray Chevrolet","2023-08-24 01:43:59.576925+00","2023-08-24 01:43:59.576925+00","raychevrolet",NULL,NULL,NULL,NULL,NULL,NULL
"a48efc14-bb40-4ba6-b56d-e9bcadb6f86b","Anthony O'Neil","2023-09-09 22:42:04.551625+00","2023-09-09 22:42:04.551625+00","anthonyoneil",NULL,NULL,NULL,NULL,NULL,NULL
"d200c530-5047-11ee-a56c-336a1c9d797a","Nemacolin ","2023-09-11 02:06:29.134501+00","2023-09-11 02:06:29.134501+00","nemacolin",NULL,NULL,NULL,NULL,NULL,NULL
"e4ce56d4-14be-419d-9b30-1496523678d8","Saucedo","2023-09-09 22:49:01.497643+00","2023-09-09 22:49:01.497643+00","saucedo",NULL,NULL,NULL,NULL,NULL,NULL
"0fead2f0-423d-11ee-a157-a585180cbf10","The Minds Of Madness","2023-08-24 05:14:12.277273+00","2023-08-24 05:14:12.277273+00","themindsofmadness",NULL,NULL,NULL,NULL,NULL,NULL
"d61bc59f-c62b-4d65-a0d4-d5b9eefa104a","Dwell Columbia","2023-09-09 23:37:53.445071+00","2023-09-09 23:37:53.445071+00","dwellcolumbia",NULL,NULL,NULL,NULL,NULL,NULL
"b654b050-65b3-40a1-b664-bd5592a42fa0","Can We Be Real?","2023-09-09 23:49:05.38083+00","2023-09-09 23:49:05.38083+00","canwebereal?",NULL,NULL,NULL,NULL,NULL,NULL
"bf32c180-2f39-11ee-9984-11473edc1d88","Full Plate Living","2023-07-31 00:32:36.2535+00","2023-07-31 00:32:36.2535+00","fullplateliving",NULL,NULL,NULL,NULL,NULL,NULL
"5ff580d0-3598-11ee-aa40-c9e80cd2fb75","Minara Technologies","2023-08-08 03:05:05.634101+00","2023-08-08 03:05:05.634101+00","minaratechnologies",NULL,NULL,NULL,NULL,NULL,NULL
"40608650-423d-11ee-b34b-2501e1932e35","Green King Sport","2023-08-24 05:15:33.560571+00","2023-08-24 05:15:33.560571+00","greenkingsport",NULL,NULL,NULL,NULL,NULL,NULL
"612a3b60-423d-11ee-b175-83330ed0d057","The Upshot","2023-08-24 05:16:28.573119+00","2023-08-24 05:16:28.573119+00","theupshot",NULL,NULL,NULL,NULL,NULL,NULL
"dc015740-4adc-11ee-acdf-8b97aaf36db8","Leo's Bakery and Deli ","2023-09-04 04:38:13.943163+00","2023-09-04 04:38:13.943163+00","leosbakeryanddeli",NULL,NULL,NULL,NULL,NULL,NULL
"cbd85da0-2f39-11ee-9984-11473edc1d88","LIFE Domain","2023-07-31 00:32:57.484164+00","2023-07-31 00:32:57.484164+00","lifedomain",NULL,NULL,NULL,NULL,NULL,NULL
"211b2d70-2f5c-11ee-8958-c97483fcccac","Keys Soulcare","2023-07-31 04:38:43.404202+00","2023-07-31 04:38:43.404202+00","keyssoulcare",NULL,NULL,NULL,NULL,NULL,NULL
"a7c2a160-423e-11ee-b347-5b4ab5e5e8e5","BlueMagic Group","2023-08-24 05:25:36.504503+00","2023-08-24 05:25:36.504503+00","bluemagicgroup",NULL,NULL,NULL,NULL,NULL,NULL
"ffd30130-4241-11ee-8709-472b9e37b8fc","King Slime","2023-08-24 05:49:32.745207+00","2023-08-24 05:49:32.745207+00","kingslime",NULL,NULL,NULL,NULL,NULL,NULL
"44c52910-279b-11ee-a757-6f8427e0c043","Unpacked Podcast","2023-07-21 07:50:32.232262+00","2023-07-21 07:50:32.232262+00","unpackedpodcast",NULL,NULL,NULL,NULL,NULL,NULL
"75915550-27a5-11ee-bcb3-41fd200b9de1","Alvernia University","2023-07-21 09:03:29.064829+00","2023-07-21 09:03:29.064829+00","alverniauniversity",NULL,NULL,NULL,NULL,NULL,NULL
"c90cb620-27c8-11ee-aed6-c7592b618302","Paradise and Vibe","2023-07-21 13:16:21.513636+00","2023-07-21 13:16:21.513636+00","paradiseandvibe",NULL,NULL,NULL,NULL,NULL,NULL
"6664e8d0-2f5c-11ee-8958-c97483fcccac","zgrid","2023-07-31 04:40:39.649731+00","2023-07-31 04:40:39.649731+00","zgrid",NULL,NULL,NULL,NULL,NULL,NULL
"83af4520-279b-11ee-a757-6f8427e0c043","mo'mugi!","2023-07-21 07:52:17.790981+00","2023-07-21 07:52:17.790981+00","momugi!",NULL,NULL,NULL,NULL,NULL,NULL
"4a0adfa0-4244-11ee-b1e7-055056477520","Loewy Law Firm","2023-08-24 06:05:56.250841+00","2023-08-24 06:05:56.250841+00","loewylawfirm",NULL,NULL,NULL,NULL,NULL,NULL
"a58cd4a0-4249-11ee-b1ae-dfe34cd4d982","Keon Amino","2023-08-24 06:44:17.26896+00","2023-08-24 06:44:17.26896+00","keonamino",NULL,NULL,NULL,NULL,NULL,NULL
"650e3f70-4255-11ee-836e-f7bfd53c1a74","Vitruvian","2023-08-24 08:08:23.024238+00","2023-08-24 08:08:23.024238+00","vitruvian",NULL,NULL,NULL,NULL,NULL,NULL
"f2b54930-4ae4-11ee-a615-1bc20e40fb3b","Barbados","2023-09-04 05:36:08.013564+00","2023-09-04 05:36:08.013564+00","barbados",NULL,NULL,NULL,NULL,NULL,NULL
"ff203be0-4255-11ee-96ac-0dbc268075d4","Black Stories. Black Truths.","2023-08-24 08:12:41.509633+00","2023-08-24 08:12:41.509633+00","blackstoriesblacktruths",NULL,NULL,NULL,NULL,NULL,NULL
"e47a8310-425d-11ee-933b-bb6231c0b928","sportsleypodcast.com","2023-08-24 09:09:12.778839+00","2023-08-24 09:09:12.778839+00","sportsleypodcastcom",NULL,NULL,NULL,NULL,NULL,NULL
"1b9fd6a0-2f3b-11ee-acb4-a141679733dd","Neighborhood Health Plan of Rhode Island","2023-07-31 00:42:20.811173+00","2023-07-31 00:42:20.811173+00","neighborhoodhealthplanofrhodeisland",NULL,NULL,NULL,NULL,NULL,NULL
"728543d0-2f66-11ee-8da4-575c994f67df","Dying For Sex","2023-07-31 05:52:35.003134+00","2023-07-31 05:52:35.003134+00","dyingforsex",NULL,NULL,NULL,NULL,NULL,NULL
"da848060-26ef-11ee-8035-e54fb1ff19c4","US Bank Altitude Connect Visa","2023-07-20 11:23:30.029139+00","2023-07-20 11:23:30.029139+00","usbankaltitudeconnectvisa",NULL,NULL,NULL,NULL,NULL,NULL
"11e5e730-425f-11ee-8153-bf05ee4f3bdd","Byler's Stove Shop","2023-08-24 09:17:38.478861+00","2023-08-24 09:17:38.478861+00","bylersstoveshop",NULL,NULL,NULL,NULL,NULL,NULL
"1740adc0-426c-11ee-8c36-df48b8558a0d","CHOOSEJOI.CO","2023-08-24 10:50:50.909655+00","2023-08-24 10:50:50.909655+00","choosejoico",NULL,NULL,NULL,NULL,NULL,NULL
"07e686b0-4271-11ee-a79a-1d8e66da8f06"," Omaha Stakes ","2023-08-24 11:26:12.644608+00","2023-08-24 11:26:12.644608+00","omahastakes",NULL,NULL,NULL,NULL,NULL,NULL
"206a6990-426c-11ee-8df3-f99345e6e40d","JOI","2023-08-24 10:51:06.281888+00","2023-08-24 10:51:06.281888+00","joi",NULL,NULL,NULL,NULL,NULL,NULL
"324ff1a0-2f3b-11ee-acb4-a141679733dd","NHPRI.org","2023-07-31 00:42:58.881467+00","2023-07-31 00:42:58.881467+00","nhpriorg",NULL,NULL,NULL,NULL,NULL,NULL
"e67278b0-2f68-11ee-8da4-575c994f67df","Driftwork Sound","2023-07-31 06:10:08.448616+00","2023-07-31 06:10:08.448616+00","driftworksound",NULL,NULL,NULL,NULL,NULL,NULL
"b7d93e54-347f-48a4-b153-7dfbf3de0768","Mobile 1","2023-09-09 23:52:07.894798+00","2023-09-09 23:52:07.894798+00","mobile1",NULL,NULL,NULL,NULL,NULL,NULL
"34217d4f-8f1f-4912-852f-ae619a14c221","Peseta","2023-09-11 02:26:47.011775+00","2023-09-11 02:26:47.011775+00","peseta",NULL,NULL,NULL,NULL,NULL,NULL
"099101a0-2702-11ee-9403-af8f0e394dd6","Meals","2023-07-20 13:33:39.902467+00","2023-07-20 13:33:39.902467+00","meals",NULL,NULL,NULL,NULL,NULL,NULL
"f5db7710-2703-11ee-88d3-b351ff8ac653"," OFX Money ","2023-07-20 13:47:25.831218+00","2023-07-20 13:47:25.831218+00","ofxmoney",NULL,NULL,NULL,NULL,NULL,NULL
"8300cef0-4271-11ee-a79a-1d8e66da8f06","Three Chi True Strains","2023-08-24 11:29:39.175179+00","2023-08-24 11:29:39.175179+00","threechitruestrains",NULL,NULL,NULL,NULL,NULL,NULL
"30015450-2704-11ee-9403-af8f0e394dd6","Write or Die Workshops","2023-07-20 13:49:03.385944+00","2023-07-20 13:49:03.385944+00","writeordieworkshops",NULL,NULL,NULL,NULL,NULL,NULL
"b6d2b690-427a-11ee-a4f5-99067b6927c9","WrestleQuest","2023-08-24 12:35:31.584374+00","2023-08-24 12:35:31.584374+00","wrestlequest",NULL,NULL,NULL,NULL,NULL,NULL
"c62c9950-2707-11ee-8fe4-371dd5b86ed7","Perfect Jeans","2023-07-20 14:14:43.819733+00","2023-07-20 14:14:43.819733+00","perfectjeans",NULL,NULL,NULL,NULL,NULL,NULL
"401a76a0-427f-11ee-9b71-af171cf9c785","Equinor","2023-08-24 13:07:59.890882+00","2023-08-24 13:07:59.890882+00","equinor",NULL,NULL,NULL,NULL,NULL,NULL
"38887e8c-79b6-4fb9-bb6d-ca3014956324","14030inventionmediacorp","2023-08-24 14:25:46.34957+00","2023-08-24 14:25:46.349592+00","14030inventionmediacorp",NULL,NULL,NULL,NULL,NULL,NULL
"b5e7d0a0-4296-11ee-8482-4127b98053a5","Eight Jewelry","2023-08-24 15:55:55.949852+00","2023-08-24 15:55:55.949852+00","eightjewelry",NULL,NULL,NULL,NULL,NULL,NULL
"30b12920-4aef-11ee-befd-17fffb230f4b","The Almanac","2023-09-04 06:49:26.970717+00","2023-09-04 06:49:26.970717+00","thealmanac",NULL,NULL,NULL,NULL,NULL,NULL
"c8e64290-42c8-11ee-8af8-87146e094853","silent","2023-08-24 21:54:22.650476+00","2023-08-24 21:54:22.650476+00","silent",NULL,NULL,NULL,NULL,NULL,NULL
"917a85b0-2710-11ee-b227-2562b0c285a7","The Art Thief","2023-07-20 15:17:40.874286+00","2023-07-20 15:17:40.874286+00","theartthief",NULL,NULL,NULL,NULL,NULL,NULL
"ef64532f-a566-4537-9712-9ff4b19c792b","13593bangproductionsinc","2023-07-20 15:37:21.489426+00","2023-07-20 15:37:21.489447+00","13593bangproductionsinc",NULL,NULL,NULL,NULL,NULL,NULL
"f8cbaa90-42cd-11ee-bd20-b9f1469cfa3f","Coppermaker Square","2023-08-24 22:31:30.494597+00","2023-08-24 22:31:30.494597+00","coppermakersquare",NULL,NULL,NULL,NULL,NULL,NULL
"5c1ded40-42d0-11ee-b902-8d0fd63b3141","Ray Chevrolet Used Cars","2023-08-24 22:48:36.122497+00","2023-08-24 22:48:36.122497+00","raychevroletusedcars",NULL,NULL,NULL,NULL,NULL,NULL
"55045750-42d1-11ee-b213-05ee92cb3d99","Maple Grove Lock & Safe","2023-08-24 22:55:33.7081+00","2023-08-24 22:55:33.7081+00","maplegrovelocksafe",NULL,NULL,NULL,NULL,NULL,NULL
"d57dc740-2724-11ee-8ff0-1f8423cbc5a5","Getepo","2023-07-20 17:42:44.918139+00","2023-07-20 17:42:44.918139+00","getepo",NULL,NULL,NULL,NULL,NULL,NULL
"b046fc90-42da-11ee-88e3-d5baf5fb25de","Café de Martín","2023-08-25 00:02:32.286342+00","2023-08-25 00:02:32.286342+00","cafédemartín",NULL,NULL,NULL,NULL,NULL,NULL
"8fd71660-42d1-11ee-97d2-efc86bf977c5","Schoonover Bodyworks & Glass","2023-08-24 22:57:12.39707+00","2023-08-24 22:57:12.39707+00","schoonoverbodyworksglass",NULL,NULL,NULL,NULL,NULL,NULL
"bcb85860-42d1-11ee-a065-eb7e42c22369","Spiral Light Candles","2023-08-24 22:58:27.694004+00","2023-08-24 22:58:27.694004+00","spirallightcandles",NULL,NULL,NULL,NULL,NULL,NULL
"a1fdd6a0-4afe-11ee-bd0c-81effd26745c","Fusion CBD","2023-09-04 08:39:59.50615+00","2023-09-04 08:39:59.50615+00","fusioncbd",NULL,NULL,NULL,NULL,NULL,NULL
"62d807a0-42db-11ee-ba29-5f6ba793d163","The Corner Pocket","2023-08-25 00:07:31.871927+00","2023-08-25 00:07:31.871927+00","thecornerpocket",NULL,NULL,NULL,NULL,NULL,NULL
"ede89980-35e9-11ee-8a6d-79dfbb8c3ba0","KOZE Health","2023-08-08 12:48:53.023919+00","2023-08-08 12:48:53.023919+00","cozyhealth","{}","https://podscribe-advertisers.s3.amazonaws.com/logos/ede89980-35e9-11ee-8a6d-79dfbb8c3ba0/cozyhealth.png",NULL,"https://kozehealth.com/",NULL,NULL
"64bd2820-274c-11ee-9732-47a8d2d03388","Riverdale After Dark","2023-07-20 22:25:55.623155+00","2023-07-20 22:25:55.623155+00","riverdaleafterdark",NULL,NULL,NULL,NULL,NULL,NULL
"331b9e47-3b33-42cf-8e33-d6658cd2ab84","Win Las Vegas","2023-09-09 23:52:10.213407+00","2023-09-09 23:52:10.213407+00","winlasvegas",NULL,NULL,NULL,NULL,NULL,NULL
"1670b3a0-504e-11ee-b49f-775325d32a4d","Anthros chair","2023-09-11 02:51:20.929592+00","2023-09-11 02:51:20.929592+00","anthroschair",NULL,NULL,NULL,NULL,NULL,NULL
"75f24180-4f9b-11ee-ae38-258845ad25e4","H.I.T Podcast","2023-09-10 05:32:41.249009+00","2023-09-10 05:32:41.249009+00","hitpodcast",NULL,NULL,NULL,NULL,NULL,NULL
"8e89ca50-42db-11ee-ae6d-61f081046aef","Baron Heating and Air","2023-08-25 00:08:45.180602+00","2023-08-25 00:08:45.180602+00","baronheatingandair",NULL,NULL,NULL,NULL,NULL,NULL
"6063a3d0-4b00-11ee-b99c-d5d0a136d04c","IMPACT REALITY XR","2023-09-04 08:52:28.434481+00","2023-09-04 08:52:28.434481+00","impactrealityxr",NULL,NULL,NULL,NULL,NULL,NULL
"c425dce0-42df-11ee-a4f6-2facb6f9387d","Sell Real Estate","2023-08-25 00:38:53.111433+00","2023-08-25 00:38:53.111433+00","sellrealestate",NULL,NULL,NULL,NULL,NULL,NULL
"9ad12790-42e0-11ee-a7d7-3754fa09c7e0","Blue Magic Clinic","2023-08-25 00:44:53.265974+00","2023-08-25 00:44:53.265974+00","bluemagicclinic",NULL,NULL,NULL,NULL,NULL,NULL
"d9c3f630-42e0-11ee-abee-67c439220a76","Death, Taxes, And Bananas","2023-08-25 00:46:38.878332+00","2023-08-25 00:46:38.878332+00","deathtaxesandbananas",NULL,NULL,NULL,NULL,NULL,NULL
"9801f010-42e2-11ee-8cce-dd07dea4aa60","Tesco","2023-08-25 00:59:07.545095+00","2023-08-25 00:59:07.545095+00","tesco",NULL,NULL,NULL,NULL,NULL,NULL
"75abbfb0-2f3b-11ee-acb4-a141679733dd","Sunset Strip Comedy Club","2023-07-31 00:44:51.888272+00","2023-07-31 00:44:51.888272+00","sunsetstripcomedyclub",NULL,NULL,NULL,NULL,NULL,NULL
"e8ccc4c0-42e2-11ee-a7d7-3754fa09c7e0","Told You So","2023-08-25 01:01:23.08551+00","2023-08-25 01:01:23.08551+00","toldyouso",NULL,NULL,NULL,NULL,NULL,NULL
"b7dcb360-4b08-11ee-8b0e-f7bfa40d8f62","Chromebook","2023-09-04 09:52:11.163934+00","2023-09-04 09:52:11.163934+00","chromebook",NULL,NULL,NULL,NULL,NULL,NULL
"42016f20-4fb1-11ee-b43d-9b0780cf632b","Onóra Whiskey","2023-09-10 08:08:43.034686+00","2023-09-10 08:08:43.034686+00","onórawhiskey",NULL,NULL,NULL,NULL,NULL,NULL
"9e08d9cf-6a29-4f86-ae04-161cf69a93c4","Raul Garcia","2023-09-11 03:02:17.581498+00","2023-09-11 03:02:17.581498+00","raulgarcia",NULL,NULL,NULL,NULL,NULL,NULL
"78513a30-42e4-11ee-8cce-dd07dea4aa60","Euroformula","2023-08-25 01:12:33.368801+00","2023-08-25 01:12:33.368801+00","euroformula",NULL,NULL,NULL,NULL,NULL,NULL
"c96b8e70-42e4-11ee-a341-4f7261314b80"," Call Sheet","2023-08-25 01:14:49.440667+00","2023-08-25 01:14:49.440667+00","callsheet",NULL,NULL,NULL,NULL,NULL,NULL
"9ab3cfd0-2f3d-11ee-bb62-f56076f5f473","Entera Skincare","2023-07-31 01:00:13.006095+00","2023-07-31 01:00:13.006095+00","enteraskincare",NULL,NULL,NULL,NULL,NULL,NULL
"9b0517c0-2f77-11ee-a015-552fa213c523","Inside The Hive","2023-07-31 07:55:24.35438+00","2023-07-31 07:55:24.35438+00","insidethehive",NULL,NULL,NULL,NULL,NULL,NULL
"42cd8d70-42e7-11ee-8161-c7b50fe2b5bb","NOW","2023-08-25 01:32:32.079332+00","2023-08-25 01:32:32.079332+00","now",NULL,NULL,NULL,NULL,NULL,NULL
"4db92269-f28e-4a72-bb81-370e0640d975","BioOptimizers","2023-09-10 16:54:39.086441+00","2023-09-10 16:54:39.086478+00","biooptimizers",NULL,NULL,NULL,NULL,NULL,NULL
"27e94650-5027-11ee-9e22-33c8d5b47e12","Visit Barbados","2023-09-10 22:12:39.870231+00","2023-09-10 22:12:39.870231+00","visitbarbados",NULL,NULL,NULL,NULL,NULL,NULL
"b911dc40-42ea-11ee-900d-a384ea669b58","The Arlington Resort Hotel & Spa","2023-08-25 01:57:18.987969+00","2023-08-25 01:57:18.987969+00","thearlingtonresorthotelspa",NULL,NULL,NULL,NULL,NULL,NULL
"16065ac0-42f5-11ee-83e2-b9c5ac9029f1","True Royalty","2023-08-25 03:11:29.912907+00","2023-08-25 03:11:29.912907+00","trueroyalty",NULL,NULL,NULL,NULL,NULL,NULL
"0c90bc50-430a-11ee-bc14-cb9d933fa108","Disney Bundle","2023-08-25 05:41:33.467826+00","2023-08-25 05:41:33.467826+00","disneybundle",NULL,NULL,NULL,NULL,NULL,NULL
"feb43730-27c8-11ee-b0bb-83d0792896b1","Klassy Baste","2023-07-21 13:17:51.529238+00","2023-07-21 13:17:51.529238+00","klassybaste",NULL,NULL,NULL,NULL,NULL,NULL
"0979d6c0-4b0a-11ee-bf85-535365f7f73a","Pendleton Whisky","2023-09-04 10:01:37.589471+00","2023-09-04 10:01:37.589471+00","pendletonwhisky",NULL,NULL,NULL,NULL,NULL,NULL
"0780f100-2f3f-11ee-bfd3-6ff9ce8763b3","Bizarre Beasts","2023-07-31 01:10:25.047353+00","2023-07-31 01:10:25.047353+00","bizarrebeasts",NULL,NULL,NULL,NULL,NULL,NULL
"846d4ddc-9527-4ae1-9c80-0f317baeb3ab","Molson Coors (Local)","2023-07-20 22:35:34.005556+00","2023-07-20 22:35:34.005574+00","molsoncoorslocal",NULL,NULL,NULL,NULL,NULL,NULL
"10074ad0-431d-11ee-a260-7547a5a65aeb","Deposit Accounts","2023-08-25 07:57:39.71547+00","2023-08-25 07:57:39.71547+00","depositaccounts",NULL,NULL,NULL,NULL,NULL,NULL
"73b63470-2f3f-11ee-ab55-61637cb73de6","Wynn Las Vegas & Encore Resort","2023-07-31 01:13:26.584047+00","2023-07-31 01:13:26.584047+00","wynnlasvegasencoreresort",NULL,NULL,NULL,NULL,NULL,NULL
"70d7c370-2f7d-11ee-b1cd-ef2f2c02120d","90 Day Habits ","2023-07-31 08:37:10.579751+00","2023-07-31 08:37:10.579751+00","90dayhabits",NULL,NULL,NULL,NULL,NULL,NULL
"d3a7ba70-3598-11ee-8db1-7baf753482ae","Factory 43","2023-08-08 03:08:19.741916+00","2023-08-08 03:08:19.741916+00","factory43",NULL,NULL,NULL,NULL,NULL,NULL
"c3053dd0-29c9-11ee-8ddc-b706ae3f2e54","Bono Tuna","2023-07-24 02:28:23.222121+00","2023-07-24 02:28:23.222121+00","bonotuna",NULL,NULL,NULL,NULL,NULL,NULL
"f70da310-431e-11ee-96b6-dbbc7fdb9aa6","McLaurin Mental Wellness","2023-08-25 08:11:16.830681+00","2023-08-25 08:11:16.830681+00","mclaurinmentalwellness",NULL,NULL,NULL,NULL,NULL,NULL
"a0eca870-4321-11ee-a59a-43f5d816ef17","Flourish Ventures","2023-08-25 08:30:20.799433+00","2023-08-25 08:30:20.799433+00","flourishventures",NULL,NULL,NULL,NULL,NULL,NULL
"f4a335f0-4322-11ee-8f3b-5f63355103e3","Byler's Stove Shoppe","2023-08-25 08:39:50.743157+00","2023-08-25 08:39:50.743157+00","bylersstoveshoppe",NULL,NULL,NULL,NULL,NULL,NULL
"9841bb90-2f83-11ee-98d9-cd999b1ab9c1","BIC Easy Rinse Razors","2023-07-31 09:21:13.685369+00","2023-07-31 09:21:13.685369+00","biceasyrinserazors",NULL,NULL,NULL,NULL,NULL,NULL
"f2d69f30-2f8d-11ee-bcc2-f79d7d3ab9c0","CBeebies","2023-07-31 10:35:20.616135+00","2023-07-31 10:35:20.616135+00","cbeebies",NULL,NULL,NULL,NULL,NULL,NULL
"529d466e-77da-46b1-8b60-5109c984b2ed","14351lincolnplaceptyltd","2023-08-11 05:06:50.009917+00","2023-08-11 05:06:50.009938+00","14351lincolnplaceptyltd",NULL,NULL,NULL,NULL,"2023-08-10 01:16:03.602446+00",NULL
"8a807770-4325-11ee-8a66-4fd57e2e8e4e","Stonestreet Wines","2023-08-25 08:58:21.166362+00","2023-08-25 08:58:21.166362+00","stonestreetwines",NULL,NULL,NULL,NULL,NULL,NULL
"e4c170b0-2f91-11ee-8ba8-3790a599da56","Homicide: The Graphic Novel","2023-07-31 11:03:34.973021+00","2023-07-31 11:03:34.973021+00","homicidethegraphicnovel",NULL,NULL,NULL,NULL,NULL,NULL
"b2dc7f70-4325-11ee-ae24-4bd304921d67","Women Who Travel","2023-08-25 08:59:28.879656+00","2023-08-25 08:59:28.879656+00","womenwhotravel",NULL,NULL,NULL,NULL,NULL,NULL
"a900e740-4b11-11ee-b732-593893043a93","Kramoda Coffee","2023-09-04 10:56:11.708202+00","2023-09-04 10:56:11.708202+00","kramodacoffee",NULL,NULL,NULL,NULL,NULL,NULL
"c56acb40-4327-11ee-ac23-9bc92af52237","Amazon Clinic","2023-08-25 09:14:19.01555+00","2023-08-25 09:14:19.01555+00","amazonclinic",NULL,NULL,NULL,NULL,NULL,NULL
"ca6271f0-432e-11ee-bbac-05577b72e682","Power Athlete","2023-08-25 10:04:33.81233+00","2023-08-25 10:04:33.81233+00","powerathlete",NULL,NULL,NULL,NULL,NULL,NULL
"49d95d90-432f-11ee-9085-0bdd516afc10","WellCare","2023-08-25 10:08:07.666628+00","2023-08-25 10:08:07.666628+00","wellcare",NULL,NULL,NULL,NULL,NULL,NULL
